id,content,question_type,answer_data,work_id,difficulty,explanation,created_by,is_public,is_ai_generated,usage_count,correct_rate,average_time,created_at,updated_at
683229a4-f193-41d6-8189-4f8544f52eed,Nguyễn Dữ là con trai của ai?,multiple_choice,"{""correct"":""Nguyễn Tường Phiêu"",""options"":[""Nguyễn Phi Khanh"",""Nguyễn Tường Phiêu"",""Nguyễn Trãi"",""Nguyễn Du""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nguyễn Dữ là con trai cả của Tiến sĩ Nguyễn Tường Phiêu,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:48:46.762038+00
6d250c0b-6b1b-4a36-8bb4-5505cdfa3caf,Nguyễn Dữ từng thi đỗ kì thi nào?,multiple_choice,"{""correct"":""Thi Hương"",""options"":[""Thi Hương"",""Thi Hội"",""Thi Đình"",""Cả ba kì thi trên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,"Trước khi ra làm quan, Nguyễn Dữ từng thi đỗ kì thi Hương tiến",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 13:06:14.125641+00
6fcfa542-5288-4e2d-9d67-92ed1c877fdf,Vì sao Nguyễn Dữ lại cáo quan về ở ẩn?,multiple_choice,"{""correct"":""Vì bất mãn với thời cuộc"",""options"":[""Vì phải phụng dưỡng mẹ già"",""Vì tuổi cao sức yếu"",""Vì bị hãm hại, vu khống"",""Vì bất mãn với thời cuộc""]}",debd6d4a-0f1f-433d-a942-63674a503421,Trung bình,"Nguyễn Dữ cáo quan về ở ẩn, lấy cớ là phải nuôi mẹ nhưng lý do thực chất là vì ông bất mãn với thời cuộc",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:54:13.941487+00
775806af-1c30-4d47-9644-b93246af9273,Tác giả gửi gắm mong muốn gì qua tác phẩm Truyền kì mạn lục?,multiple_choice,"{""correct"":""Tất cả các đáp án trên"",""options"":[""Mong muốn của ông về một xã hội mọi người được sống yên bình trong nền đức trị"",""Mong muốn một xã hội công bằng"",""Mong muốn về một xã hội sống trong tình yêu thương tràn ngập"",""Tất cả các đáp án trên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Trung bình,"Qua quyển Truyền kỳ mạn lục, có thể biết phần nào về tác giả. Đó là những mong muốn của ông về một xã hội mọi người được sống yên bình trong nền đức trị, trong sự công bằng, trong tình cảm yêu thương nhân ái giữa con người với con người.",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:48:37.500873+00
7b3032dc-09d5-4e48-a81a-8a0d266626c0,Ngô Tử Văn là người như thế nào?,multiple_choice,"{""correct"":""Khẳng khái nóng nảy"",""options"":[""Khẳng khái nóng nảy"",""Thông minh hơn người"",""Văn võ song toàn"",""Ôn hòa, chuộng điều đơn giản""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,"Ngô Tử Văn là người khẳng khái, nóng nảy, thấy sự gian tà thì không chịu được",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 13:13:09.260213+00
8462c920-5028-4fd0-a9e4-4aea97d654ef,"Nội dung chính của đoạn trích: 'Đốt đền xong, chàng về nhà, thấy trong người khó chịu... rồi nổi lên một cơn sốt nóng sốt rét. Trong khi sốt, chàng thấy một người khôi ngô...'",multiple_choice,"{""correct"":""Tử Văn gặp hồn ma tên bách hộ họ Thôi và thổ thần"",""options"":[""Ngô Tử Văn và hành động đốt đền"",""Tử Văn gặp hồn ma tên bách hộ họ Thôi và thổ thần"",""Tử Văn bị bắt và cuộc đối chất ở Minh ti trước Diêm Vương"",""Tử Văn thắng lợi trở về, nhận chức phán sự đền Tản Viên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nội dung chính của đoạn trích trên là Ngô Tử Văn gặp hồn ma tên bách hộ họ Thôi và thổ thần,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:55:29.175131+00
85e890fa-8329-4e67-bd79-2b2551ff399b,Nguyễn Dữ là học trò của ai?,multiple_choice,"{""correct"":""Nguyễn Bỉnh Khiêm"",""options"":[""Nguyễn Trãi"",""Nguyễn Du"",""Nguyễn Bỉnh Khiêm"",""Lê Quý Đôn""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nguyễn Dữ là học trò của Nguyễn Bỉnh Khiêm,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:53:10.497788+00
87333917-e55f-4c41-b3d5-6bd607c9717b,Sáng tác duy nhất của Nguyễn Dữ là tác phẩm nào?,multiple_choice,"{""correct"":""Truyền kì mạn lục"",""options"":[""Liêu trai chí dị"",""Truyện Kiều"",""Truyền kì mạn lục"",""Hoàng Lê nhất thống chí""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Sáng tác duy nhất của ông là tác phẩm Truyền kì mạn lục,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 10:41:13.65412+00
aee59a4d-5105-49e4-a66e-aad0e774f803,Ý nào sau đây đúng khi nói về tác giả Nguyễn Dữ?,multiple_choice,"{""correct"":""Tất cả các ý trên"",""options"":[""Lúc nhỏ Nguyễn Dữ chăm học, đọc rộng"",""Ông từng ôm ấp lý tưởng lấy văn chương nối nghiệp nhà"",""Sau khi đậu Hương tiến (tức Cử nhân), ông làm quan với nhà Mạc, rồi về với nhà Lê làm Tri huyện Thanh Tuyền"",""Tất cả các ý trên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Trung bình,"Lúc nhỏ Nguyễn Dữ chăm học, đọc rộng, nhớ nhiều, từng ôm ấp lý tưởng lấy văn chương nối nghiệp nhà. Sau khi đậu Hương tiến (tức Cử nhân), ông làm quan với nhà Mạc, rồi về với nhà Lê làm Tri huyện Thanh Tuyền.",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:48:50.926425+00
b9e757df-3b57-4154-a5dc-abcdd5a9e248,Nguyễn Dữ sống ở thế kỉ nào?,multiple_choice,"{""correct"":""Thế kỉ XVI"",""options"":[""Thế kỉ XV"",""Thế kỉ XVI"",""Thế kỉ XVII"",""Thế kỉ XVIII""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nguyễn Dữ sống ở thế kỉ XVI,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:49:33.379646+00
c5b81fed-8856-454e-b507-535a681b5fae,Chuyện chức phán sự đền Tản Viên trích từ tác phẩm nào?,multiple_choice,"{""correct"":""Truyền kì mạn lục"",""options"":[""Đại Việt sử ký"",""Truyền kì mạn lục"",""Lĩnh Nam chích quái"",""Đại Nam thực lục""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Chuyện chức phán sự đền Tản Viên trích từ Truyền kì mạn lục,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:49:22.211949+00
cb3a533b-e87e-4452-856e-cac70d6a6707,Giá trị nội dung của tác phẩm Chuyện chức phán sự đền Tản Viên - Nguyễn Dữ:,multiple_choice,"{""correct"":""Đề cao tinh thần khẳng khái, cương trực, dám đấu tranh chống lại cái ác trừ hại cho dân, thể hiện niềm tin công lý, chính nghĩa nhất định chiến thắng gian tà"",""options"":[""Tác phẩm tố cáo tội ác của kẻ thù xâm lược, ca ngợi cuộc khởi nghĩa Lam Sơn"",""Khắc họa đậm nét hình ảnh Trần Quốc Tuấn, một nhân vật bất tử, vĩ đại trong lòng dân tộc"",""Đề cao tinh thần khẳng khái, cương trực, dám đấu tranh chống lại cái ác trừ hại cho dân, thể hiện niềm tin công lý, chính nghĩa nhất định chiến thắng gian tà"",""Thể hiện niềm tự hào, sự trân trọng và ý thức bảo tồn di sản văn hóa dân tộc""]}",debd6d4a-0f1f-433d-a942-63674a503421,Khó,"Giá trị nội dung của tác phẩm Chuyện chức phán sự đền Tản Viên là: Đề cao tinh thần khẳng khái, cương trực, dám đấu tranh chống lại cái ác trừ hại cho dân, thể hiện niềm tin công lý, chính nghĩa nhất định chiến thắng gian tà.",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:55:39.939871+00
d4b7f676-5d38-4a14-9f7d-b277cfb35b53,Tính cách khẳng khái nóng nảy của Ngô Tử Văn được thể hiện qua những hành động như thế nào?,multiple_choice,"{""correct"":""Tất cả các đáp án trên"",""options"":[""Sự tức giận trước việc hưng yêu tác quái của tên hung thần và hành động đốt đền trừ hại cho dân"",""Thái độ điềm nhiên không khiếp sợ trước những lời đe dọa của tên hung thần. Thái độ cứng cỏi, bất khuất trước Diêm Vương đầy quyền lực"",""Sự gan dạ trước bọn quỷ dạ xoa nanh ác và quang cảnh đáng sợ nơi cõi âm"",""Tất cả các đáp án trên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Khó,"Tính cách khẳng khái nóng nảy của Ngô Tử Văn được thể hiện qua: Sự tức giận trước việc hưng yêu tác quái của tên hung thần và hành động đốt đền trừ hại cho dân; Thái độ điềm nhiên không khiếp sợ trước những lời đe dọa của tên hung thần, thái độ cứng cỏi, bất khuất trước Diêm Vương đầy quyền lực; Sự gan dạ trước bọn quỷ dạ xoa nanh ác và quang cảnh đáng sợ nơi cõi âm",,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 13:13:00.537405+00
d55bab84-bc53-4f53-9dff-eda222eebd1d,Chuyện chức phán sự đền Tản Viên thuộc thể loại nào?,multiple_choice,"{""correct"":""Truyền kì"",""options"":[""Truyền kì"",""Truyền thuyết"",""Truyện cổ tích"",""Truyện thơ""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Chuyện chức phán sự đền Tản Viên thuộc thể loại truyền kì,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 10:41:13.65412+00
dfe0892a-f9dd-4eaa-821a-958f7b8bbeda,Nguyễn Dữ tạ thế ở đâu?,multiple_choice,"{""correct"":""Thanh Hóa"",""options"":[""Thanh Hóa"",""Ninh Bình"",""Hà Nội"",""Hải Dương""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nguyễn Dữ mất tại Thanh Hóa.,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 10:41:13.65412+00
e188a887-2822-4562-b6a5-7ee3fc454512,"Nội dung chính của đoạn trích: 'Ngô Tử Văn tên là Soạn, người huyện Yên Dũng, đất Lạng Giang. Chàng vốn khảng khái, nóng nảy... Tử Văn rất tức giận, một hôm tắm gội sạch sẽ, khấn trời, rồi châm lửa đốt đền'",multiple_choice,"{""correct"":""Ngô Tử Văn và hành động đốt đền"",""options"":[""Ngô Tử Văn và hành động đốt đền"",""Tử Văn gặp hồn ma tên bách hộ họ Thôi và thổ thần"",""Tử Văn bị bắt và cuộc đối chất ở Minh ti trước Diêm Vương"",""Tử Văn thắng lợi trở về, nhận chức phán sự đền Tản Viên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Khó,Nội dung chính của đoạn trích trên là Ngô Tử Văn và hành động đốt đền,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:55:21.093815+00
f0a23008-f34d-4cb1-b769-abc14fb0a290,Nguyễn Dữ về ở ẩn tại đâu?,multiple_choice,"{""correct"":""Thanh Hóa"",""options"":[""Thanh Hóa"",""Hải Dương"",""Quảng Ninh"",""Vĩnh Phúc""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nguyễn Dữ về ở ẩn tại Thanh Hóa,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:53:17.793001+00
f6d9351c-4d55-413d-8d0c-3d0f5bb4eb1d,Nguyễn Dữ làm quan dưới thời nào?,multiple_choice,"{""correct"":""Nhà Mạc"",""options"":[""Nhà Đinh"",""Nhà Trần"",""Nhà Hồ"",""Nhà Mạc""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,Nguyễn Dữ làm quan dưới thời nhà Mạc,,FALSE,FALSE,0,0,0,2026-01-04 10:41:13.65412+00,2026-01-04 14:54:04.898861+00
ae8d7f55-cf6f-43ca-90c6-3f0ad6b2a9cc, Chủ đề của tác phẩm Chuyện chức phán sự đền Tản Viên là:,multiple_choice,"{""correct"":""Đề cao nhân vật Ngô Tử Văn, đại biểu cho trí thức nước Việt giàu tinh thần dân tộc, chuộng chính nghĩa, dũng cảm, cương trực, dám đấu tranh chống cái ác trừ hại cho dân"",""options"":[""Đề cao lòng biết ơn tổ tiên, tục thờ cúng tổ tiên của nhân dân Việt"",""Đề cao tinh thần hướng thiện của nhân dân Việt"",""Đề cao nhân vật Ngô Tử Văn, đại biểu cho trí thức nước Việt giàu tinh thần dân tộc, chuộng chính nghĩa, dũng cảm, cương trực, dám đấu tranh chống cái ác trừ hại cho dân"",""Tất cả các đáp án trên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Dễ,"Chủ đề của tác phẩm Chuyện chức phán sự đền Tản Viên là: đề cao nhân vật Ngô Tử Văn, đại biểu cho trí thức nước Việt giàu tinh thần dân tộc, chuộng chính nghĩa, dũng cảm, cương trực, dám đấu tranh chống cái ác trừ hại cho dân",,FALSE,FALSE,0,0,0,2026-01-04 10:48:59.219531+00,2026-01-04 10:48:59.219531+00
4639fc21-cb0d-443a-8a13-49e90b0824f6,Vì sao Ngô Tử Văn đốt đền?,multiple_choice,"{""correct"":""Tức giận trước sự hống hách, lộng hành làm hại dân chúng của hồn ma tên tướng giặc"",""options"":[""Tức giận trước sự hống hách, lộng hành làm hại dân chúng của hồn ma tên tướng giặc"",""Tức giận vì thổ công không đáp ứng lại yêu cầu của Ngô Tử Văn"",""Tức giận vì ước nguyện không thành hiện thực"",""Tất cả các đáp án trên""]}",debd6d4a-0f1f-433d-a942-63674a503421,Trung bình,,,FALSE,FALSE,0,0,0,2026-01-04 10:50:46.714724+00,2026-01-04 10:50:46.714724+00
1859f063-6cfe-4eb8-b03b-9b5d04f7435d,Nguyễn Huy Thiệp sáng tác trên thể loại nào?,multiple_choice,"{""correct"":""Tất cả các đáp án trên"",""options"":[""Truyện ngắn"",""Kịch bản"",""Phê bình văn học"",""Tất cả các đáp án trên""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Dễ,"Các thể loại chính Nguyễn Huy Thiệp sáng tác gồm có: Truyện ngắn, Kịch bản, Phê bình văn học.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
1c73d3ec-a306-43a0-a944-e98845b57c79,Dòng nào sau đây đúng khi nói về tác giả Nguyễn Huy Thiệp?,multiple_choice,"{""correct"":""Tất cả các đáp án trên"",""options"":[""Là nhà văn có nhiều đóng góp trong việc đổi mới nội dung và hình thức nghệ thuật của văn xuôi Việt Nam đương đại"",""Là nhà văn tiên phong trong phong trào thơ văn đương đại"",""Là nhà thơ có nhiều giải thưởng lớn về văn học nghệ thuật"",""Tất cả các đáp án trên""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Trung bình,"Nguyễn Huy Thiệp là nhà văn có nhiều đóng góp trong việc đổi mới nội dung và hình thức nghệ thuật của văn xuôi Việt Nam đương đại. Ông là nhà văn tiên phong trong phong trào thơ văn đương đại. Ngoài ra, ông còn là nhà thơ có nhiều giải thưởng lớn về văn học nghệ thuật.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
1d874cf1-65a4-47ae-a36c-dabea6c5a5e1,Nội dung chính của Muối của rừng  là gì?,multiple_choice,"{""correct"":""Kể về bối cảnh đi săn trong rừng của nhân vật Diểu"",""options"":[""Kể về bối cảnh đi săn trong rừng của nhân vật Diểu"",""Kể về cuộc sống trong rừng của gia đình nhà khỉ"",""Kể về quá trình tạo ra muối"",""Tất cả các đáp án trên""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Trung bình,"Tác phẩm Muối của rừng kể về bối cảnh đi săn trong rừng của nhân vật Diểu, sau đó ông bắn được chú khỉ đực và các sự kiện diễn ra sau đó khiến cho nhân vật có nhiều cảm xúc và bài học về cuộc sống.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
59a80beb-3bc5-42c2-8671-b791907790a9,Vì sao ông Diểu sợ hãi khi đuổi theo con khỉ con để giành lại súng?,multiple_choice,"{""correct"":""Vì chứng kiến cảnh khỉ con rơi xuống vực cùng tiếng rú thê thảm"",""options"":[""Vì ông cảm nhận được sự kinh dị và tử khí từ dưới miệng vực bốc lên"",""Vì chứng kiến cảnh khỉ con rơi xuống vực cùng tiếng rú thê thảm"",""Vì ông bị con khỉ con giành súng và nó chĩa súng về phía ông"",""Vì ông gặp ma""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Khó,"Ông Diểu sợ hãi kinh hoàng đến mức phải chạy trốn vì chứng kiến cảnh khỉ con rơi xuống vực cùng tiếng rú thê thảm, trong kí ức của ông chưa hề có tiếng rú nào tương tự thế này.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
6ac9f41d-6ab0-4109-be24-41905f07e274,Khi rừng kết muối là điềm báo cho điều gì?,multiple_choice,"{""correct"":""Đất nước thanh bình, mùa màng phong túc"",""options"":[""Đất nước thanh bình, mùa màng phong túc"",""Điềm báo nạn dịch hoành hành khắp nơi"",""Điềm báo những nguy hiểm cận kề cho người đi rừng"",""Điềm báo một năm đầy chông gai thử thách""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Khó,"Theo quan niệm, khi rừng kết muối (hoa tử huyền nở), đấy là điềm báo đất nước thanh bình, mùa màng phong túc.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
6b237905-017d-4d7c-a2d2-cc5568d18563,Hoa tử huyền có màu gì?,multiple_choice,"{""correct"":""Màu trắng"",""options"":[""Màu đỏ"",""Màu vàng thạch"",""Màu trắng"",""Màu hồng nhạt""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Dễ,"Hoa tử huyền có màu trắng, vị mặn, bé bằng đầu tăm.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
a61efb78-6fbe-4fc0-8100-82462ca847c9,"Vì sao sau khi bắn hạ khỉ bố, ông Diểu lại thấy run sợ?",multiple_choice,"{""correct"":""Vì ông vừa làm điều ác"",""options"":[""Vì sự hỗn loạn của bầy khỉ"",""Vì ông vừa làm điều ác"",""Vì nó tấn công ông"",""Vì ông Diểu bắn vào người""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Trung bình,"Sau khi bắn, hai tay ông Diểu run lên. Ông cảm giác mình vừa làm điều ác.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
b2c3e408-3c2a-402a-b3fa-52b5d8aed9e3,Khu vực đáng sợ nhất trong thung lũng có tên là gì?,multiple_choice,"{""correct"":""Hõm Chết"",""options"":[""Hang Cọp"",""Hang Thung Lũng"",""Hõm Chết"",""Hang Tử Thần""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Dễ,Khu vực đáng sợ nhất trong thung lũng có tên là Hõm Chết.,,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
b5910779-8e84-43d0-9ca1-55267197b201,Hành động của con khỉ cái sau khi khỉ đực bị bắn hạ là gì?,multiple_choice,"{""correct"":""Nó hoảng loạn khiếp sợ nhưng vẫn cố đến gần nâng khỉ đực dậy"",""options"":[""Nó hoảng loạn khiếp sợ nhưng vẫn cố đến gần nâng khỉ đực dậy"",""Nó sợ hãi và bỏ trốn thật nhanh"",""Nó vẫn ôm theo khỉ con để chạy"",""Nó vẫn điềm nhiên nhìn ông Diểu ánh mắt thù hận""]}",5e7d2bfc-bd4a-4d35-a853-84242f24bacc,Trung bình,"Khi thấy khỉ đực bị bắn hạ, khỉ cái rất hoảng loạn, nhưng vẫn cố gắng đến gần nâng khỉ đực dậy.",,FALSE,FALSE,0,0,0,2026-01-04 10:57:17.811652+00,2026-01-04 10:57:17.811652+00
